"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
1166,390,2,0,0,14,0
1167,328,0,0,0,12,0
1168,167,51,0,0,13,0
1169,45,97,0,2,59,1
1170,24,185,0,0,22,0
1171,0,226,0,0,61,0
1172,0,213,0,4,35,1
1173,0,53,0,0,25,0
1174,0,0,0,1,10,3
1175,0,0,0,11,26,10
1176,0,0,0,32,235,11
1177,6,0,0,0,436,85
1178,12,0,0,0,454,120
1179,22,0,0,4,387,149
1180,0,0,0,0,76,0
1181,6,0,0,0,97,6
1182,0,0,0,0,328,99
1183,0,0,0,0,458,151
1184,0,0,0,0,351,112
1185,0,0,0,0,148,28
1186,0,0,0,0,62,0
1187,0,54,0,0,86,2
1188,0,583,48,0,5,0
1189,0,1684,3,0,0,0
1190,70,2572,0,1,28,0
1191,90,3488,0,9,2,0
1192,248,5822,38,0,0,0
1193,570,10171,0,2,0,0
1194,823,13428,0,0,1,0
1195,839,12608,0,0,30,0
1196,789,10283,0,0,18,0
1197,683,7599,0,0,0,0
1198,536,5328,3,0,1,0
1199,429,3793,8,0,11,0
1200,439,3178,0,0,24,0
1201,506,3031,0,0,9,0
1202,212,2852,0,0,0,0
1203,87,4831,0,0,0,0
1204,216,5975,0,0,0,0
1205,231,5739,0,0,0,0
1206,90,5673,0,0,3,0
1207,1,5094,0,0,0,0
1208,0,3384,0,0,0,6
1209,22,1158,0,0,0,0
1210,131,1215,0,0,0,0
